state,date,positive,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,death,hospitalized,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,fips,positiveincrease,negativeincrease,total,totaltestresults,totaltestresultsincrease,posneg,deathincrease,hospitalizedincrease
AK,2020-03-06,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,27.0,24.0,0.0,24.0,0.0,0.0
AK,2020-03-07,0.0,60.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12,0.0,12.0,69.0,60.0,12.0,60.0,0.0,0.0
AK,2020-03-08,0.0,102.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,18,0.0,18.0,129.0,102.0,18.0,102.0,0.0,0.0
AK,2020-03-09,0.0,171.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,24,0.0,45.0,225.0,171.0,45.0,171.0,0.0,0.0
AK,2020-03-10,0.0,240.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,30,0.0,45.0,321.0,240.0,45.0,240.0,0.0,0.0
AK,2020-03-11,0.0,378.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,36,0.0,114.0,501.0,378.0,114.0,378.0,0.0,0.0
AK,2020-03-12,0.0,516.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,42,0.0,114.0,681.0,516.0,114.0,516.0,0.0,0.0
AK,2020-03-13,3.0,693.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,1.0,0.0,0.0,48,3.0,153.0,861.0,696.0,156.0,696.0,0.0,0.0
AK,2020-03-14,6.0,1122.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,2.0,0.0,0.0,54,3.0,405.0,1293.0,1128.0,408.0,1128.0,0.0,0.0
AK,2020-03-15,9.0,1551.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,3.0,0.0,0.0,60,3.0,405.0,1725.0,1560.0,408.0,1560.0,0.0,0.0
AK,2020-03-16,12.0,1980.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,0.0,4.0,0.0,0.0,66,3.0,405.0,2157.0,1992.0,408.0,1992.0,0.0,0.0
AK,2020-03-17,21.0,2982.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,7.0,0.0,0.0,72,9.0,978.0,3168.0,3003.0,987.0,3003.0,0.0,0.0
AK,2020-03-18,39.0,4200.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,0.0,0.0,13.0,0.0,0.0,78,18.0,1194.0,4404.0,4239.0,1212.0,4239.0,0.0,0.0
AK,2020-03-19,57.0,5496.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.0,0.0,0.0,19.0,0.0,0.0,84,18.0,1272.0,5718.0,5553.0,1290.0,5553.0,0.0,0.0
AK,2020-03-20,93.0,7554.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.0,0.0,0.0,31.0,0.0,0.0,90,36.0,2034.0,7812.0,7647.0,2070.0,7647.0,0.0,0.0
AK,2020-03-21,135.0,9828.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3321.0,0.0,0.0,45.0,0.0,0.0,96,42.0,2250.0,10128.0,9963.0,2292.0,9963.0,0.0,0.0
AK,2020-03-22,201.0,12666.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4289.0,0.0,0.0,67.0,0.0,0.0,102,66.0,2814.0,13032.0,12867.0,2880.0,12867.0,0.0,0.0
AK,2020-03-23,267.0,15504.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.0,0.0,0.0,89.0,0.0,0.0,108,66.0,2814.0,15936.0,15771.0,2880.0,15771.0,0.0,0.0
AK,2020-03-24,375.0,18462.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6279.0,0.0,0.0,125.0,0.0,0.0,114,108.0,2934.0,19002.0,18837.0,3042.0,18837.0,0.0,0.0
AK,2020-03-25,501.0,23409.0,165.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7970.0,0.0,0.0,167.0,0.0,0.0,120,126.0,4923.0,24075.0,23910.0,5049.0,23910.0,3.0,3.0
AK,2020-03-26,678.0,28812.0,165.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,9830.0,0.0,0.0,226.0,0.0,0.0,126,177.0,5379.0,29655.0,29490.0,5556.0,29490.0,3.0,9.0
AK,2020-03-27,885.0,35769.0,204.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,12218.0,0.0,0.0,295.0,0.0,0.0,132,207.0,6933.0,36858.0,36654.0,7140.0,36654.0,3.0,9.0
AK,2020-03-28,1140.0,44277.0,204.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,36.0,15139.0,0.0,0.0,380.0,0.0,0.0,138,255.0,8484.0,45621.0,45417.0,8739.0,45417.0,6.0,15.0
AK,2020-03-29,1446.0,53973.0,204.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,21.0,54.0,18473.0,0.0,0.0,482.0,0.0,0.0,144,306.0,9672.0,55623.0,55419.0,9978.0,55419.0,6.0,18.0
AK,2020-03-30,1788.0,64593.0,204.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,22127.0,0.0,0.0,596.0,0.0,0.0,150,342.0,10596.0,66585.0,66381.0,10938.0,66381.0,9.0,21.0
AK,2020-03-31,2145.0,75375.0,204.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,39.0,96.0,25840.0,0.0,0.0,715.0,0.0,0.0,156,357.0,10758.0,77724.0,77520.0,11115.0,77520.0,9.0,21.0
AK,2020-04-01,2544.0,88785.0,204.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,48.0,123.0,30443.0,0.0,0.0,848.0,0.0,0.0,162,399.0,13386.0,91533.0,91329.0,13785.0,91329.0,9.0,27.0
AK,2020-04-02,2973.0,103422.0,204.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,57.0,150.0,35465.0,0.0,0.0,991.0,0.0,0.0,168,429.0,14613.0,106599.0,106395.0,15042.0,106395.0,9.0,27.0
AK,2020-04-03,3444.0,120999.0,204.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,66.0,195.0,41481.0,0.0,0.0,1148.0,0.0,0.0,174,471.0,17553.0,124647.0,124443.0,18024.0,124443.0,9.0,45.0
AK,2020-04-04,3957.0,138606.0,204.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,81.0,243.0,47521.0,0.0,0.0,1319.0,0.0,0.0,180,513.0,17583.0,142767.0,142563.0,18096.0,142563.0,15.0,48.0
AK,2020-04-05,4512.0,156903.0,204.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,99.0,303.0,53805.0,0.0,0.0,1504.0,0.0,0.0,186,555.0,18273.0,161619.0,161415.0,18828.0,161415.0,18.0,60.0
AK,2020-04-06,5085.0,176979.0,204.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,117.0,372.0,60688.0,0.0,0.0,1695.0,0.0,0.0,192,573.0,20052.0,182268.0,182064.0,20625.0,182064.0,18.0,69.0
AK,2020-04-07,5724.0,197079.0,204.0,0.0,441.0,0.0,0.0,0.0,0.0,87.0,135.0,441.0,67601.0,0.0,0.0,1908.0,0.0,0.0,198,639.0,20076.0,203007.0,202803.0,20715.0,202803.0,18.0,69.0
AK,2020-04-08,6402.0,217605.0,204.0,0.0,522.0,0.0,0.0,0.0,0.0,183.0,156.0,522.0,74669.0,0.0,0.0,2134.0,0.0,0.0,204,678.0,20502.0,224211.0,224007.0,21180.0,224007.0,21.0,81.0
AK,2020-04-09,7107.0,238569.0,204.0,0.0,603.0,0.0,0.0,0.0,0.0,330.0,177.0,603.0,81892.0,0.0,0.0,2369.0,0.0,0.0,210,705.0,20940.0,245880.0,245676.0,21645.0,245676.0,21.0,81.0
AK,2020-04-10,7845.0,260127.0,204.0,0.0,687.0,0.0,0.0,0.0,0.0,495.0,198.0,687.0,89324.0,0.0,0.0,2615.0,0.0,0.0,216,738.0,21534.0,268176.0,267972.0,22272.0,267972.0,21.0,84.0
AK,2020-04-11,8616.0,282552.0,204.0,0.0,780.0,0.0,0.0,0.0,0.0,684.0,222.0,780.0,97056.0,0.0,0.0,2872.0,0.0,0.0,222,771.0,22401.0,291372.0,291168.0,23172.0,291168.0,24.0,93.0
AK,2020-04-12,9432.0,305850.0,204.0,0.0,873.0,0.0,0.0,0.0,0.0,882.0,246.0,873.0,105094.0,0.0,0.0,3144.0,0.0,0.0,228,816.0,23274.0,315486.0,315282.0,24090.0,315282.0,24.0,93.0
AK,2020-04-13,10263.0,328509.0,204.0,0.0,969.0,0.0,0.0,0.0,0.0,1137.0,270.0,969.0,112924.0,0.0,0.0,3421.0,0.0,0.0,234,831.0,22635.0,338976.0,338772.0,23466.0,338772.0,24.0,96.0
AK,2020-04-14,11118.0,352698.0,204.0,0.0,1065.0,0.0,0.0,0.0,0.0,1431.0,297.0,1065.0,121272.0,0.0,0.0,3706.0,0.0,0.0,240,855.0,24165.0,364020.0,363816.0,25020.0,363816.0,27.0,96.0
AK,2020-04-15,11997.0,377811.0,204.0,0.0,1167.0,0.0,0.0,0.0,0.0,1749.0,324.0,1167.0,129936.0,0.0,0.0,3999.0,0.0,0.0,246,879.0,25089.0,390012.0,389808.0,25968.0,389808.0,27.0,102.0
AK,2020-04-16,12897.0,403116.0,204.0,0.0,1272.0,0.0,0.0,0.0,0.0,2079.0,351.0,1272.0,138671.0,0.0,0.0,4299.0,0.0,0.0,252,900.0,25281.0,416217.0,416013.0,26181.0,416013.0,27.0,105.0
AK,2020-04-17,13824.0,430539.0,204.0,0.0,1380.0,0.0,0.0,0.0,0.0,2463.0,378.0,1380.0,148121.0,0.0,0.0,4608.0,0.0,0.0,258,927.0,27399.0,444567.0,444363.0,28326.0,444363.0,27.0,108.0
AK,2020-04-18,14766.0,458562.0,204.0,117.0,1488.0,0.0,0.0,0.0,0.0,2904.0,405.0,1488.0,157776.0,0.0,0.0,4922.0,0.0,0.0,264,942.0,27999.0,473532.0,473328.0,28941.0,473328.0,27.0,108.0
AK,2020-04-19,15723.0,487290.0,204.0,228.0,1596.0,0.0,0.0,0.0,0.0,3363.0,432.0,1596.0,167671.0,0.0,0.0,5241.0,0.0,0.0,270,957.0,28704.0,503217.0,503013.0,29661.0,503013.0,27.0,108.0
AK,2020-04-20,16686.0,516699.0,204.0,366.0,1704.0,0.0,0.0,0.0,0.0,3846.0,459.0,1704.0,177795.0,0.0,0.0,5562.0,0.0,0.0,276,963.0,29385.0,533589.0,533385.0,30348.0,533385.0,27.0,108.0
AK,2020-04-21,17673.0,549069.0,204.0,492.0,1812.0,0.0,0.0,0.0,0.0,4350.0,486.0,1812.0,188914.0,0.0,0.0,5891.0,0.0,0.0,282,987.0,32346.0,566946.0,566742.0,33333.0,566742.0,27.0,108.0
AK,2020-04-22,18678.0,584541.0,204.0,609.0,1920.0,0.0,0.0,0.0,0.0,4938.0,513.0,1920.0,201073.0,0.0,0.0,6226.0,0.0,0.0,288,1005.0,35448.0,603423.0,603219.0,36453.0,603219.0,27.0,108.0
AK,2020-04-23,19689.0,620013.0,204.0,735.0,1920.0,0.0,0.0,0.0,0.0,5565.0,540.0,1920.0,213234.0,0.0,0.0,6563.0,0.0,0.0,294,1011.0,35448.0,639906.0,639702.0,36459.0,639702.0,27.0,72.0
AK,2020-04-24,20706.0,655839.0,204.0,843.0,1920.0,0.0,0.0,0.0,0.0,6189.0,567.0,1920.0,225515.0,0.0,0.0,6902.0,0.0,0.0,300,1017.0,35802.0,676749.0,676545.0,36819.0,676545.0,27.0,72.0
AK,2020-04-25,21723.0,702018.0,204.0,939.0,1920.0,0.0,0.0,0.0,0.0,6840.0,594.0,1920.0,241247.0,0.0,0.0,7241.0,0.0,0.0,306,1017.0,46155.0,723945.0,723741.0,47172.0,723741.0,27.0,72.0
AK,2020-04-26,22746.0,749526.0,204.0,981.0,1920.0,0.0,0.0,0.0,0.0,7491.0,621.0,1920.0,257424.0,0.0,0.0,7582.0,0.0,0.0,312,1023.0,47484.0,772476.0,772272.0,48507.0,772272.0,27.0,72.0
AK,2020-04-27,23781.0,797259.0,204.0,1011.0,1920.0,0.0,0.0,0.0,0.0,8145.0,648.0,1920.0,273680.0,0.0,0.0,7927.0,0.0,0.0,318,1035.0,47709.0,821244.0,821040.0,48744.0,821040.0,27.0,72.0
AK,2020-04-28,24834.0,847473.0,204.0,1059.0,1920.0,0.0,0.0,0.0,0.0,8829.0,675.0,1920.0,290769.0,0.0,0.0,8278.0,0.0,0.0,324,1053.0,50190.0,872511.0,872307.0,51243.0,872307.0,27.0,72.0
AK,2020-04-29,25544.0,885001.0,204.0,1087.0,1920.0,0.0,0.0,0.0,0.0,9309.0,693.0,1920.0,309888.0,0.0,0.0,8633.0,0.0,0.0,328,1061.0,54242.0,910749.0,910545.0,55303.0,910545.0,27.0,72.0
AK,2020-04-30,26254.0,922529.0,204.0,1125.0,1920.0,0.0,0.0,0.0,0.0,9813.0,711.0,1920.0,329007.0,0.0,0.0,8988.0,0.0,0.0,332,1061.0,54242.0,948987.0,948783.0,55303.0,948783.0,27.0,72.0
AK,2020-05-01,26982.0,962451.0,204.0,1175.0,1920.0,0.0,0.0,0.0,0.0,10321.0,729.0,1920.0,349332.0,0.0,0.0,9352.0,0.0,0.0,336,1079.0,56636.0,989637.0,989433.0,57715.0,989433.0,27.0,72.0
AK,2020-05-02,27712.0,1004519.0,204.0,1195.0,1920.0,0.0,0.0,0.0,0.0,10843.0,747.0,1920.0,370731.0,0.0,0.0,9717.0,0.0,0.0,340,1081.0,58782.0,1032435.0,1032231.0,59863.0,1032231.0,27.0,72.0
AK,2020-05-03,28448.0,1046939.0,204.0,1219.0,1920.0,0.0,0.0,0.0,0.0,11367.0,765.0,1920.0,392309.0,0.0,0.0,10085.0,0.0,0.0,344,1087.0,59134.0,1075591.0,1075387.0,60221.0,1075387.0,27.0,72.0
AK,2020-05-04,29188.0,1089645.0,204.0,1243.0,1920.0,0.0,0.0,0.0,0.0,11893.0,783.0,1920.0,414032.0,0.0,0.0,10455.0,0.0,0.0,348,1091.0,59420.0,1119037.0,1118833.0,60511.0,1118833.0,27.0,72.0
AK,2020-05-05,29930.0,1134287.0,204.0,1269.0,1920.0,0.0,0.0,0.0,0.0,12447.0,801.0,1920.0,436724.0,0.0,0.0,10826.0,0.0,0.0,352,1093.0,61356.0,1164421.0,1164217.0,62449.0,1164217.0,27.0,72.0
AK,2020-05-06,30674.0,1180853.0,204.0,1285.0,1920.0,0.0,0.0,0.0,0.0,13015.0,821.0,1920.0,460379.0,0.0,0.0,11198.0,0.0,0.0,356,1095.0,63280.0,1211731.0,1211527.0,64375.0,1211527.0,29.0,72.0
AK,2020-05-07,31422.0,1228787.0,204.0,1309.0,1920.0,0.0,0.0,0.0,0.0,13597.0,841.0,1920.0,484720.0,0.0,0.0,11572.0,0.0,0.0,360,1099.0,64648.0,1260413.0,1260209.0,65747.0,1260209.0,29.0,72.0
AK,2020-05-08,32176.0,1278979.0,204.0,1341.0,1920.0,0.0,0.0,0.0,0.0,14207.0,861.0,1920.0,510193.0,0.0,0.0,11949.0,0.0,0.0,364,1105.0,66906.0,1311359.0,1311155.0,68011.0,1311155.0,29.0,72.0
AK,2020-05-09,32932.0,1331121.0,204.0,1357.0,1920.0,0.0,0.0,0.0,0.0,14843.0,881.0,1920.0,536642.0,0.0,0.0,12327.0,0.0,0.0,368,1107.0,68856.0,1364257.0,1364053.0,69963.0,1364053.0,29.0,72.0
AK,2020-05-10,33690.0,1385091.0,204.0,1373.0,1920.0,0.0,0.0,0.0,0.0,15491.0,901.0,1920.0,564006.0,0.0,0.0,12706.0,0.0,0.0,372,1109.0,70684.0,1418985.0,1418781.0,71793.0,1418781.0,29.0,72.0
AK,2020-05-11,34452.0,1441689.0,204.0,1387.0,1920.0,0.0,0.0,0.0,0.0,16147.0,921.0,1920.0,592686.0,0.0,0.0,13087.0,0.0,0.0,376,1113.0,73312.0,1476345.0,1476141.0,74425.0,1476141.0,29.0,72.0
AK,2020-05-12,35218.0,1500845.0,204.0,1407.0,1920.0,0.0,0.0,0.0,0.0,16815.0,941.0,1920.0,622647.0,0.0,0.0,13470.0,10.0,0.0,380,1117.0,75870.0,1536267.0,1536063.0,76987.0,1536063.0,29.0,72.0
AK,2020-05-13,35984.0,1561377.0,204.0,1431.0,1920.0,0.0,0.0,0.0,0.0,17491.0,961.0,1920.0,653296.0,0.0,0.0,13853.0,20.0,0.0,384,1117.0,77246.0,1597565.0,1597361.0,78363.0,1597361.0,29.0,72.0
AK,2020-05-14,36758.0,1624127.0,204.0,1455.0,1920.0,0.0,0.0,0.0,0.0,18169.0,981.0,1920.0,685058.0,0.0,0.0,14240.0,30.0,0.0,388,1125.0,79464.0,1661089.0,1660885.0,80589.0,1660885.0,29.0,72.0
AK,2020-05-15,37534.0,1688187.0,204.0,1471.0,1920.0,0.0,0.0,0.0,0.0,18855.0,1001.0,1920.0,717476.0,0.0,0.0,14628.0,40.0,0.0,392,1127.0,80774.0,1725925.0,1725721.0,81901.0,1725721.0,29.0,72.0
AK,2020-05-16,38318.0,1753965.0,204.0,1491.0,1920.0,0.0,0.0,0.0,0.0,19543.0,1021.0,1920.0,750757.0,0.0,0.0,15020.0,50.0,0.0,396,1135.0,82492.0,1792487.0,1792283.0,83627.0,1792283.0,29.0,72.0
AK,2020-05-17,39110.0,1822475.0,204.0,1517.0,1920.0,0.0,0.0,0.0,0.0,20231.0,1041.0,1920.0,785408.0,0.0,0.0,15416.0,60.0,0.0,400,1143.0,85224.0,1861789.0,1861585.0,86367.0,1861585.0,29.0,72.0
AK,2020-05-18,39908.0,1892899.0,204.0,1535.0,1920.0,0.0,0.0,0.0,0.0,20921.0,1061.0,1920.0,821019.0,0.0,0.0,15815.0,70.0,0.0,404,1149.0,87138.0,1933011.0,1932807.0,88287.0,1932807.0,29.0,72.0
AK,2020-05-19,40706.0,1964861.0,204.0,1567.0,1920.0,0.0,0.0,0.0,0.0,21617.0,1081.0,1920.0,857399.0,0.0,0.0,16214.0,80.0,0.0,408,1149.0,88676.0,2005771.0,2005567.0,89825.0,2005567.0,29.0,72.0
AK,2020-05-20,41510.0,2038147.0,204.0,1599.0,1920.0,0.0,0.0,0.0,0.0,22321.0,1101.0,1920.0,894444.0,0.0,0.0,16616.0,90.0,0.0,412,1155.0,90000.0,2079861.0,2079657.0,91155.0,2079657.0,29.0,72.0
AK,2020-05-21,41912.0,2077290.0,204.0,1618.0,1920.0,0.0,0.0,0.0,0.0,22677.0,1111.0,1920.0,933989.0,0.0,0.0,17018.0,100.0,0.0,414,1155.0,92500.0,2119406.0,2119202.0,93655.0,2119202.0,29.0,72.0
AK,2020-05-22,42316.0,2118332.0,204.0,1633.0,1920.0,0.0,0.0,0.0,0.0,23033.0,1121.0,1920.0,975435.0,0.0,0.0,17422.0,110.0,0.0,416,1157.0,94399.0,2160852.0,2160648.0,95556.0,2160648.0,29.0,72.0
AK,2020-05-23,42724.0,2160275.0,204.0,1643.0,1920.0,0.0,0.0,0.0,0.0,23391.0,1131.0,1920.0,1017786.0,0.0,0.0,17830.0,120.0,0.0,418,1161.0,95300.0,2203203.0,2202999.0,96461.0,2202999.0,29.0,72.0
AK,2020-05-24,43132.0,2203374.0,204.0,1653.0,1920.0,0.0,0.0,0.0,0.0,23749.0,1141.0,1920.0,1061293.0,0.0,0.0,18238.0,130.0,0.0,420,1161.0,96456.0,2246710.0,2246506.0,97617.0,2246506.0,29.0,72.0
AK,2020-05-25,43541.0,2247437.0,204.0,1663.0,1920.0,0.0,0.0,0.0,0.0,24110.0,1151.0,1920.0,1105765.0,0.0,0.0,18647.0,140.0,0.0,422,1162.0,97420.0,2291182.0,2290978.0,98582.0,2290978.0,29.0,72.0
AK,2020-05-26,43952.0,2291990.0,204.0,1675.0,1920.0,0.0,0.0,0.0,0.0,24472.0,1161.0,1920.0,1150729.0,0.0,0.0,19058.0,150.0,0.0,424,1164.0,97910.0,2336146.0,2335942.0,99074.0,2335942.0,29.0,72.0
AK,2020-05-27,44364.0,2337941.0,204.0,1689.0,1920.0,0.0,0.0,0.0,0.0,24836.0,1171.0,1920.0,1197092.0,0.0,0.0,19470.0,160.0,0.0,426,1165.0,99308.0,2382509.0,2382305.0,100473.0,2382305.0,29.0,72.0
AK,2020-05-28,44789.0,2385486.0,204.0,1699.0,1920.0,0.0,0.0,0.0,0.0,25202.0,1181.0,1920.0,1245062.0,0.0,0.0,19895.0,170.0,0.0,428,1178.0,100902.0,2430479.0,2430275.0,102080.0,2430275.0,29.0,72.0
AK,2020-05-29,45219.0,2434495.0,204.0,1713.0,1920.0,0.0,0.0,1.0,0.0,25569.0,1191.0,1920.0,1294501.0,0.0,0.0,20325.0,180.0,0.0,430,1183.0,102366.0,2479918.0,2479714.0,103549.0,2479714.0,29.0,72.0
AK,2020-05-30,45653.0,2485756.0,204.0,1727.0,1920.0,0.0,0.0,3.0,0.0,25937.0,1201.0,1920.0,1346196.0,0.0,0.0,20759.0,190.0,0.0,432,1187.0,104618.0,2531613.0,2531409.0,105805.0,2531409.0,29.0,72.0
AK,2020-05-31,46087.0,2537017.0,204.0,1741.0,1920.0,0.0,0.0,5.0,0.0,26305.0,1211.0,1920.0,1397891.0,0.0,0.0,21193.0,200.0,0.0,434,1187.0,104618.0,2583308.0,2583104.0,105805.0,2583104.0,29.0,72.0
AK,2020-06-01,46554.0,2590740.0,204.0,1751.0,1920.0,0.0,0.0,6.0,0.0,26673.0,1221.0,1920.0,1452081.0,0.0,0.0,21660.0,210.0,0.0,436,1220.0,107080.0,2637498.0,2637294.0,108300.0,2637294.0,29.0,72.0
AK,2020-06-02,47041.0,2646456.0,204.0,1761.0,1920.0,0.0,0.0,6.0,0.0,27044.0,1231.0,1920.0,1508284.0,0.0,0.0,22147.0,220.0,0.0,438,1240.0,109073.0,2693701.0,2693497.0,110313.0,2693497.0,29.0,72.0
AK,2020-06-03,47546.0,2704133.0,204.0,1772.0,1920.0,0.0,0.0,6.0,0.0,27417.0,1241.0,1920.0,1566466.0,0.0,0.0,22652.0,230.0,0.0,440,1258.0,111034.0,2751883.0,2751679.0,112292.0,2751679.0,29.0,72.0
AK,2020-06-04,48059.0,2763717.0,204.0,1785.0,1920.0,0.0,0.0,7.0,0.0,27793.0,1251.0,1920.0,1626563.0,0.0,0.0,23165.0,240.0,0.0,442,1266.0,112941.0,2811980.0,2811776.0,114207.0,2811776.0,29.0,72.0
AK,2020-06-05,48583.0,2824183.0,204.0,1793.0,1920.0,0.0,0.0,8.0,0.0,28173.0,1261.0,1920.0,1687553.0,0.0,0.0,23689.0,250.0,0.0,444,1277.0,113823.0,2872970.0,2872766.0,115100.0,2872766.0,29.0,72.0
AK,2020-06-06,49119.0,2887548.0,204.0,1800.0,1968.0,0.0,0.0,9.0,0.0,28555.0,1271.0,1968.0,1751454.0,0.0,0.0,24225.0,260.0,0.0,446,1289.0,116722.0,2936871.0,2936667.0,118011.0,2936667.0,29.0,120.0
AK,2020-06-07,49663.0,2951908.0,204.0,1807.0,1968.0,0.0,0.0,10.0,0.0,28937.0,1281.0,1968.0,1816358.0,0.0,0.0,24769.0,270.0,0.0,448,1297.0,117717.0,3001775.0,3001571.0,119014.0,3001571.0,29.0,72.0
AK,2020-06-08,50226.0,3017257.0,204.0,1814.0,1968.0,0.0,0.0,10.0,0.0,29321.0,1291.0,1968.0,1882270.0,0.0,0.0,25332.0,280.0,0.0,450,1316.0,118706.0,3067687.0,3067483.0,120022.0,3067483.0,29.0,72.0
AK,2020-06-09,50799.0,3083574.0,204.0,1826.0,1968.0,0.0,0.0,11.0,0.0,29710.0,1302.0,1968.0,1949160.0,0.0,0.0,25905.0,291.0,0.0,452,1326.0,119674.0,3134577.0,3134373.0,121000.0,3134373.0,30.0,72.0
AK,2020-06-10,51392.0,3150701.0,204.0,1848.0,1968.0,0.0,0.0,14.0,0.0,30102.0,1313.0,1968.0,2016880.0,0.0,0.0,26498.0,302.0,0.0,454,1346.0,120484.0,3202297.0,3202093.0,121830.0,3202093.0,30.0,72.0
AK,2020-06-11,52003.0,3219101.0,204.0,1866.0,1968.0,0.0,0.0,18.0,0.0,30499.0,1324.0,1968.0,2085891.0,0.0,0.0,27109.0,313.0,0.0,456,1364.0,121757.0,3271308.0,3271104.0,123121.0,3271104.0,30.0,72.0
AK,2020-06-12,52628.0,3289356.0,204.0,1881.0,1968.0,0.0,0.0,21.0,0.0,30902.0,1336.0,1968.0,2156771.0,0.0,0.0,27734.0,325.0,0.0,458,1378.0,123612.0,3342188.0,3341984.0,124990.0,3341984.0,31.0,72.0
AK,2020-06-13,53282.0,3360505.0,204.0,1893.0,1968.0,0.0,0.0,23.0,0.0,31307.0,1348.0,1968.0,2228574.0,0.0,0.0,28388.0,337.0,0.0,460,1407.0,124506.0,3413991.0,3413787.0,125913.0,3413787.0,31.0,72.0
AK,2020-06-14,53943.0,3433311.0,204.0,1904.0,1968.0,0.0,0.0,24.0,0.0,31718.0,1360.0,1968.0,2302041.0,0.0,0.0,29049.0,349.0,0.0,462,1414.0,126163.0,3487458.0,3487254.0,127577.0,3487254.0,31.0,72.0
AK,2020-06-15,54607.0,3507084.0,204.0,1925.0,1968.0,0.0,0.0,27.0,0.0,32135.0,1372.0,1968.0,2376478.0,0.0,0.0,29713.0,361.0,0.0,464,1417.0,127130.0,3561895.0,3561691.0,128547.0,3561691.0,31.0,72.0
AK,2020-06-16,55283.0,3582623.0,204.0,1947.0,1968.0,0.0,0.0,29.0,0.0,32564.0,1384.0,1968.0,2452693.0,0.0,0.0,30389.0,373.0,0.0,466,1429.0,128896.0,3638110.0,3637906.0,130325.0,3637906.0,31.0,72.0
AK,2020-06-17,55979.0,3659636.0,204.0,1970.0,1968.0,0.0,0.0,29.0,0.0,33002.0,1396.0,1968.0,2530402.0,0.0,0.0,31085.0,385.0,0.0,468,1449.0,130370.0,3715819.0,3715615.0,131819.0,3715615.0,31.0,72.0
AK,2020-06-18,56687.0,3740113.0,204.0,1988.0,1968.0,0.0,0.0,29.0,0.0,33451.0,1408.0,1968.0,2611587.0,0.0,0.0,31793.0,397.0,0.0,470,1461.0,133834.0,3797004.0,3796800.0,135295.0,3796800.0,31.0,72.0
AK,2020-06-19,57409.0,3823022.0,204.0,2006.0,1968.0,0.0,0.0,30.0,0.0,33908.0,1420.0,1968.0,2695218.0,0.0,0.0,32515.0,409.0,0.0,472,1475.0,136266.0,3880635.0,3880431.0,137741.0,3880431.0,31.0,72.0
